UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Sara Aguia,@sara_aguia,2022-01-03T23:32:07.000Z,"Sara Aguia
@sara_aguia
·
2022年1月4日","The newest member of the feeders, the #GrayCatbird continues today visiting the feeders. I hope it got enough food to beat this freezing weather . I’d love to hear ideas about how to help birds when temperatures drop below freezing. 
@BirdQueens",🥶 🐦,3,3,19,['https://pbs.twimg.com/ext_tw_video_thumb/1478147130422398985/pu/img/SrnCnQU-QEFb8LKM.jpg'],https://twitter.com/sara_aguia/status/1478147192032571392
Marianne Meed Ward,@MariannMeedWard,2022-01-03T23:28:27.000Z,"Marianne Meed Ward
@MariannMeedWard
·
2022年1月4日",Our restaurants need our help. I’m hearing from businesses how difficult it is closing to indoor dining again. Many remain open for curbside pickup/delivery. These are our friends/neighbours in our community. If you can please #takeouttohelpout Let’s support each other.,,17,29,98,['https://pbs.twimg.com/media/FINuMhkX0AEVuJ1?format=jpg&name=small'],https://twitter.com/MariannMeedWard/status/1478146268690059265
Trill Clinton IG:AStatesman,@aStatesman,2022-01-03T22:15:35.000Z,"Trill Clinton IG:AStatesman
@aStatesman
·
2022年1月4日","I may be feeling terrible, but the way I’m about to make these pork neck bones and potatoes. ",☺,5,,44,[],https://twitter.com/aStatesman/status/1478127928537923586
Evanka Osmak,@evankaosmak,2022-01-03T22:25:16.000Z,"Evanka Osmak
@evankaosmak
·
2022年1月4日","If my kids never toboggan again, I’m good. Too stressful.",,20,2,123,[],https://twitter.com/evankaosmak/status/1478130368570175488
Sonnie Robin,@Sonnierobin,2022-01-03T23:01:18.000Z,"Sonnie Robin
@Sonnierobin
·
2022年1月4日","I launched an online store for my children’s books yesterday and my friend from Jamaica is not even in my targeted audience, yet he ordered  a book from my website. 

I cried in the bathroom at work ",😭,2,4,27,[],https://twitter.com/Sonnierobin/status/1478139435799691276
Sari Beth Rosenberg,@saribethrose,2022-01-03T22:49:06.000Z,"Sari Beth Rosenberg
@saribethrose
·
2022年1月4日",Day 1 back at school & no Covid. My birthday is in 13 days and I really don’t want Covid for it ,🥳,8,3,43,['https://pbs.twimg.com/ext_tw_video_thumb/1478136314415435778/pu/img/QY7m9ojjWMfxb7rl.jpg'],https://twitter.com/saribethrose/status/1478136366454251522
Sugith Varughese,@SugithVarughese,2022-01-03T22:36:53.000Z,"Sugith Varughese
@SugithVarughese
·
2022年1月4日",I remember. He said it would all be over by January 17. #FireFord #FireLecce #FireElliott #ConsDontCare #VoteFordOut2022,,1,4,15,['https://pbs.twimg.com/profile_images/1342966442120110080/IXXlpyEk_normal.jpg'],https://twitter.com/SugithVarughese/status/1478133291974811655
Weather NJ,@myWeatherNJ,2022-01-03T22:28:58.000Z,"Weather NJ
@myWeatherNJ
·
2022年1月4日",And that's a wrap even for far S and E NJ. The biggest win today was seeing our daughter's face playing in the snow. I'll have an article out later tonight about Friday's snow storm. I might just leave the cover image up this week. Be safe! JC,,1,2,69,['https://pbs.twimg.com/media/FINglQlWYAQsdQ9?format=jpg&name=small'],https://twitter.com/myWeatherNJ/status/1478131297654558726
Dorothy Beal • I Run This Body®,@MilePosts,2022-01-03T23:18:15.000Z,"Dorothy Beal • I Run This Body®
@MilePosts
·
2022年1月4日","I live in a small 3 bedroom, one floor rental house with 3 kids. No school tomorrow + a new job means my bedroom is getting turned in to an office for the foreseeable future…

Being a single mom is far from easy but I’d choose this kind of hard over & over vs the alternative.",,9,,138,[],https://twitter.com/MilePosts/status/1478143699536257024
JP Finlay,@JPFinlayNBCS,2022-01-03T23:27:17.000Z,"JP Finlay
@JPFinlayNBCS
·
2022年1月4日",Since I was a kid I’ve been watching News4 during snow storms. The snow stick is iconic. This is cool to see.,,3,6,95,"['https://pbs.twimg.com/profile_images/911246015780524040/KQSaQcVN_normal.jpg', 'https://pbs.twimg.com/media/FINU3bxWYAMd3GC?format=jpg&name=small']",https://twitter.com/JPFinlayNBCS/status/1478145974170230789
Dave Hogg,@stareagle,2022-01-03T23:57:03.000Z,"Dave Hogg
@stareagle
·
2022年1月4日","I love stories like this, where the business leader expresses his terror about the impact of Omicron on businesses, but never shows the slightest concern for the health of the human beings.",✨,1,1,14,['https://pbs.twimg.com/profile_images/1441038003544027157/n_nZa4RP_normal.png'],https://twitter.com/stareagle/status/1478153465042030592
Shreyas Laddha,@shre98,2022-01-03T23:43:38.000Z,"Shreyas Laddha
@shre98
·
2022年1月4日","With a break in play, I’m doing a little series on UConn commits with their scouting profiles. 

First up, Connecticut’s own Donovan Clingan who is very special talent.  He’s a bit different than the typical UConn big and that itself is fascinating.",,1,3,21,['https://pbs.twimg.com/card_img/1637632226438569984/d4MRoQuX?format=jpg&name=small'],https://twitter.com/shre98/status/1478150087624859657
Jack Michaels,@EdmontonJack,2022-01-03T21:46:50.000Z,"Jack Michaels
@EdmontonJack
·
2022年1月4日","Tonight 
@Bob_Stauffer
 and I return to 
@630CHED
 for 
@EdmontonOilers
 & 
@NYRangers
 live from 
@TheGarden
 at 5 MT.  

The game will be televised on 
@Sportsnet
 with Hall of Famer Sam Rosen & Joe Micheletti on the call. One of the very best teams in all of professional sports.",,36,21,124,[],https://twitter.com/EdmontonJack/status/1478120693543882758
Assemblywoman Jenifer Rajkumar,@JeniferRajkumar,2022-01-03T22:23:24.000Z,"Assemblywoman Jenifer Rajkumar
@JeniferRajkumar
·
2022年1月4日",I am so proud of the work we've done and the progress we've made.  But there is more to do! Please join me and add your voice to those fighting for working men and women by making a contribution at:,,2,9,29,[],https://twitter.com/JeniferRajkumar/status/1478129895494541317
Monica Byrne,@monicabyrne13,2022-01-03T23:36:01.000Z,"Monica Byrne
@monicabyrne13
·
2022年1月4日","I had five bad experiences in a row and this is where I’m at, tbh.",♦ 😭,2,,28,['https://pbs.twimg.com/profile_images/1633563290348527622/aJcXwEni_normal.jpg'],https://twitter.com/monicabyrne13/status/1478148172702793730
Big Papa King,@bnlking,2022-01-04T23:53:44.000Z,"Big Papa King
@bnlking
·
2022年1月5日","I was out of buns but had some Texas toast. Just a little Chick-fil-A sauce on the cheeseburger (feeling lazy). 
#twittersupperclub
#mfermeals
@four4thefire
 @BHDonk1",,9,4,54,['https://pbs.twimg.com/media/FIS9khhWUAQKxXe?format=jpg&name=small'],https://twitter.com/bnlking/status/1478515017511284740
tay hunter,@_tayhunter,2022-01-04T22:58:54.000Z,"tay hunter
@_tayhunter
·
2022年1月5日",i love love love ppl that treat their private stories like a vlog. like what are we doing today sis give me the tea,,,2,41,[],https://twitter.com/_tayhunter/status/1478501219421327360
⌜ 𝐄𝐋𝐈𝐓𝐀 𝐄𝐋𝐊𝐀𝐍𝐀 ⌟,@ELITAELKANA,2022-01-04T23:42:03.000Z,"⌜ 𝐄𝐋𝐈𝐓𝐀 𝐄𝐋𝐊𝐀𝐍𝐀 ⌟
@ELITAELKANA
·
2022年1月5日","""I don't need sunshine now to turn my skies to blue. I don't need anything but you."" 

#Silco #Jinx #Arcane #arcanefanart #silcoarcane #silcofanart #jinxarcane #jinxfanart",💜 💙,3,43,173,['https://pbs.twimg.com/media/FIS65mJXIAEhu10?format=jpg&name=small'],https://twitter.com/ELITAELKANA/status/1478512078700924928
Clark Johnson,@_jamesclark3_,2022-01-04T23:45:28.000Z,"Clark Johnson
@_jamesclark3_
·
2022年1月5日",Today makes 10 years since WVU won the Orange Bowl. What a freaking night that was. I’ll remember the pure happiness those 70 points brought me for the rest of my life. ,🏈 🍊,1,4,74,['https://pbs.twimg.com/tweet_video_thumb/FIS7rQ9XMBAbGgL.jpg'],https://twitter.com/_jamesclark3_/status/1478512936025038851
tigermike1975,@tigermike1975,2022-01-04T23:01:04.000Z,"tigermike1975
@tigermike1975
·
2022年1月5日",Nick Leddy back tonight for #LGRW ….I’m on the recliner eating the pregame meal ready for a Red Wings win!,,7,3,27,[],https://twitter.com/tigermike1975/status/1478501763233763330
Fear is a liar.,@KyleDGriswold,2022-01-04T23:13:29.000Z,"Fear is a liar.
@KyleDGriswold
·
2022年1月5日","After being in 
@Pittsburgh
 for the game 
@steelers
 and a transplanted New Yorker I have mad a decision. I no longer voluntarily travel to place below 32 degrees. Once in a lifetime event! 
@SteeIerNation
 Last time using 
@HotHands
 unless I am making  to do it.",💰,,4,76,['https://pbs.twimg.com/media/FIS0XNzWQAISdSs?format=jpg&name=small'],https://twitter.com/KyleDGriswold/status/1478504890821447685
Glizzy McGuire,@highthymes420,2022-01-04T22:48:21.000Z,"Glizzy McGuire
@highthymes420
·
2022年1月5日",I really wish that service industry employers understood that free labor such as cleaning the entire establishment is not a team building exercise. The money y’all hoard you can afford to hire professional cleaners.,🌺,8,4,70,[],https://twitter.com/highthymes420/status/1478498563311255556
Luke Radel,@lukeradel,2022-01-04T22:21:38.000Z,"Luke Radel
@lukeradel
·
2022年1月5日","It’s almost here, folks.

One month from today, if my scans are clear and my doctors give the OK, I’ll be finished with my cancer treatments. I’m feeling excited & optimistic to put this chapter of my life behind me. Thank you all for your support! (Me and my AP Gov. teacher) ",💚,3,2,75,['https://pbs.twimg.com/media/FISofOXX0AAnf59?format=jpg&name=small'],https://twitter.com/lukeradel/status/1478491839095320576
Kyle Hassenfratz,@HasszPhoto,2022-01-04T22:21:49.000Z,"Kyle Hassenfratz
@HasszPhoto
·
2022年1月5日","Man oh man, 
@JonathanWinbush
 I cannot thank you enough for the support and getting me started in the first place! Winbush is out here not only creating amazing work, but also supporting and inspiring the creative community. ",💎,,2,16,"['https://pbs.twimg.com/profile_images/1573317261674549250/qt50DSFE_normal.jpg', 'https://pbs.twimg.com/media/FISmViqVQAAj-fZ?format=jpg&name=small']",https://twitter.com/HasszPhoto/status/1478491886268596231
Lindy Li,@lindyli,2022-01-04T23:20:19.000Z,"Lindy Li
@lindyli
·
2022年1月5日","Trump has canceled his Jan 6 press conference at Mar-a-Lago

I did Nazi see this coming

We thank the major news networks that refused to cover this presser which would be akin to Osama bin Laden giving a presser on 9/11",,70,722,"3,651",[],https://twitter.com/lindyli/status/1478506607243927553
Billy Dinh,@billydeee_,2022-01-04T22:48:45.000Z,"Billy Dinh
@billydeee_
·
2022年1月5日",Only a few days into the new year and I’m already seeing so much good art that’s been sitting for some time finally fall into the hands of the right collectors. Just goes to show you that patience and perseverance is still key in 2022 ,👍,10,3,77,[],https://twitter.com/billydeee_/status/1478498664360390658
Brad R Lambert,@bradrlambert,2022-01-04T23:30:27.000Z,"Brad R Lambert
@bradrlambert
·
2022年1月5日","Watched #SpiderManNoWayHome with my Dad. First movie he hasn’t fallen asleep in since before I was born (he fell asleep in The Dark Knight), so clearly we have a victory and hell has officially frozen over ",😭,9,52,"1,184",[],https://twitter.com/bradrlambert/status/1478509160610336768
Mark Price,@price_laborecon,2022-01-04T23:51:48.000Z,"Mark Price
@price_laborecon
·
2022年1月5日",Am I the only one noticing a lot of vaguely liberal and or Democrats attacking teachers today. It’s like someone sent out a memo about ways to shift blame away from the Biden Administration doing fuck all to help people manage there way through this.,,5,33,175,[],https://twitter.com/price_laborecon/status/1478514532456742914
Ron Holmes,@RonBHolmes2nd,2022-01-04T22:23:11.000Z,"Ron Holmes
@RonBHolmes2nd
·
2022年1月5日","My biggest problem with Omicron is how so many people have just said ""It's not that bad and we're all going to get it.""

NO!
I'm not giving up!
I've buried my overly competitive side deep down inside for years but it's back.
I am not going to lose this fight after 2 years.",,5,2,15,[],https://twitter.com/RonBHolmes2nd/status/1478492231090814977
Talkin’ Nets,@TalkinNets,2022-01-04T23:07:23.000Z,"Talkin’ Nets
@TalkinNets
·
2022年1月5日",At the station. Got your voicemails. Lets go through em! Quick pod before I go on-air. Loading now: https://youtu.be/mDI8gm32iFo?sub_confirmation=1…,,1,4,23,['https://pbs.twimg.com/media/FISy9xxWYAMbqob?format=jpg&name=small'],https://twitter.com/TalkinNets/status/1478503356012408836
Kumutha Lane,@KumuthaLane,2022-01-04T23:32:43.000Z,"Kumutha Lane
@KumuthaLane
·
2022年1月5日",Freezing rain tonight and another snow storm Thursday night. No school tomorrow - 3rd day in a row. I’ve sacrificed a lot to be a stay at home parent but that is a luxury we can afford and I’m constantly grateful for that choice that many cannot make.,,2,,33,[],https://twitter.com/KumuthaLane/status/1478509728586215426
Duke Carter II,@dcarterII,2022-01-04T23:58:34.000Z,"Duke Carter II
@dcarterII
·
2022年1月5日",Head shot time! I think the end result came out well. ,😊,5,,78,"['https://pbs.twimg.com/media/FIS-rP2XsAQJash?format=jpg&name=small', 'https://pbs.twimg.com/media/FIS-rP3XsAEbxFh?format=jpg&name=small']",https://twitter.com/dcarterII/status/1478516233746145283
JUSTMYTHOUGHTS,@JUSMITHOUGHTS1,2022-01-04T22:46:49.000Z,"JUSTMYTHOUGHTS
@JUSMITHOUGHTS1
·
2022年1月5日","Y’all women are naturally beautiful….I mean beautiful 

Y’all like y’all make up that’s cool, you like it I love it but………..

I’m still shooting my shot if you just got on Lip gloss and lotion",,4,3,42,[],https://twitter.com/JUSMITHOUGHTS1/status/1478498176290246657
GG,@goldisacks,2022-01-04T23:01:28.000Z,"GG
@goldisacks
·
2022年1月5日",Tim Kaine is foraging for citrus on I-95 https://twitter.com/timkaine/status/1478380640655577090?s=21…,,,6,52,"['https://pbs.twimg.com/profile_images/1380657780865044480/BBxmnji2_normal.jpg', 'https://pbs.twimg.com/semantic_core_img/1290392753013002240/mWq1iE5L?format=png&name=orig']",https://twitter.com/goldisacks/status/1478501864748552205
Lisa,@RollCLE2023,2022-01-04T23:17:08.000Z,"Lisa
@RollCLE2023
·
2022年1月5日","Celebrating my daughter’s Taylor Swift  birthday! Happy 22nd 
@gracelizabethxx
 
 I love you!!",,3,,30,"['https://pbs.twimg.com/media/FIS1MWNWQAIlilH?format=jpg&name=small', 'https://pbs.twimg.com/media/FIS1MWOX0AYrhSL?format=jpg&name=small']",https://twitter.com/RollCLE2023/status/1478505806727372806
NanaBcool,@NanaBcool,2022-01-04T22:29:11.000Z,"NanaBcool
@NanaBcool
·
2022年1月5日",Be patient when your parents are asking for help with the internet. I’m mostly talking to myself,,3,,17,[],https://twitter.com/NanaBcool/status/1478493739819712518
"Gerald J. Huggins II, M.A.",@Coach_HugginsJr,2022-01-04T23:55:22.000Z,"Gerald J. Huggins II, M.A.
@Coach_HugginsJr
·
2022年1月5日","I want to thank 
@NFLMaliik
 for giving me the opportunity to be apart of 
@DraftHBCU
 . Then letting me and 
@BeezySoSmoove
 create 
@DraftHBCURec
 ! 

This is an opportunity to further help promote and advocate for HBCU Players.

#TheDraftStartsinMobile
#DraftHBCUPlayers ",🏈,,8,19,['https://pbs.twimg.com/media/FIS98qPXMAIb2gh?format=jpg&name=small'],https://twitter.com/Coach_HugginsJr/status/1478515430645972995
Eagles Overseas,@EaglesOverseas,2022-01-04T23:22:03.000Z,"Eagles Overseas
@EaglesOverseas
·
2022年1月5日","Considering how often this play is posted, from many different accounts, this is the best play in USA Rugby history. Am I wrong?",🏉 🥵,12,8,106,"['https://pbs.twimg.com/profile_images/1543647677199650819/MeXw20dd_normal.jpg', 'https://pbs.twimg.com/media/FISvTQvXIAAB4hV.jpg']",https://twitter.com/EaglesOverseas/status/1478507044693057536
The Jay Agenda,@JayJurden,2022-01-04T23:42:27.000Z,"The Jay Agenda
@JayJurden
·
2022年1月5日","Now Jason, I'm disappointed, this isn't any way to Usher in the new year",,5,4,110,['https://pbs.twimg.com/profile_images/948698715220410368/EkNILtvi_normal.jpg'],https://twitter.com/JayJurden/status/1478512177501908992
Chris Lawrence #BLM,@chrislarry33,2022-01-04T23:39:32.000Z,"Chris Lawrence #BLM
@chrislarry33
·
2022年1月5日","Still thinking about this, and I have many memories here. But one that sticks is being here with my brother 
@Larrylawww
 and friends that night in March 2020 when the world changed forever (the Tom Hanks/everything closed night) Weird but special memory.",,2,2,8,['https://pbs.twimg.com/profile_images/1506016791327346705/VAWEf-Y1_normal.jpg'],https://twitter.com/chrislarry33/status/1478511444480114688
Navaldeep Singh,@naval4you,2022-01-04T22:43:32.000Z,"Navaldeep Singh
@naval4you
·
2022年1月5日","I had a bad day for sure, struggled with my positions and end up $9k red. I may have lost today’s battle but I am not afraid of storms for I am learning how to sail my ship.

I will regroup my thoughts and process, will make it green again!! 

#NeverGiveUp",,22,3,126,[],https://twitter.com/naval4you/status/1478497351224463360
Richard Harland Smith,@RHarlandSmith,2022-01-04T22:59:44.000Z,"Richard Harland Smith
@RHarlandSmith
·
2022年1月5日","To my surprise, my 2009 
@Cineaste_Mag
 article “The Battle Inside: Infection and the Modern Horror Film”is available online. (I have a few copies of the actual magazine moldering in my basement.) I screencapped the pages, for those interested…",,,5,14,"['https://pbs.twimg.com/media/FISxNfAXsAY1MXo?format=jpg&name=small', 'https://pbs.twimg.com/media/FISxNfGXwAU1S42?format=jpg&name=small', 'https://pbs.twimg.com/media/FISxNfPXMAoPrR3?format=jpg&name=small', 'https://pbs.twimg.com/media/FISxNftWYAUgYVD?format=jpg&name=small']",https://twitter.com/RHarlandSmith/status/1478501426913595401
Ben Goodman,@BenGoodman,2022-01-04T22:36:25.000Z,"Ben Goodman
@BenGoodman
·
2022年1月5日",As a Jewish member of the Scottish Rite (!) I wish I had been brought in the loop on this,🦥,5,5,25,"['https://pbs.twimg.com/profile_images/1195374194969718786/FbcAJrhb_normal.jpg', 'https://pbs.twimg.com/media/FISi-gXWYAAr39R?format=png&name=small']",https://twitter.com/BenGoodman/status/1478495560764215306
Emma Kramer,@EmmaCKramer,2022-01-04T22:10:32.000Z,"Emma Kramer
@EmmaCKramer
·
2022年1月5日",".
@united
 understood the assignment.

If you see me crying on this plane, mind ya business. I’m just reminiscing ok.",,2,,29,['https://pbs.twimg.com/media/FISl8OzXoAEVsUF?format=jpg&name=small'],https://twitter.com/EmmaCKramer/status/1478489048419291136
Rich Mintz,@richmintz,2022-01-04T23:52:30.000Z,"Rich Mintz
@richmintz
·
2022年1月5日","Opened a jar of kimchee I bought at the Union Square Greenmarket 18 months ago and never touched and forgot about and …it’s perfectly fine and as best I can tell tastes the same as always

I realize that historically this prep method is meant for long term storage BUT STILL",,3,,27,[],https://twitter.com/richmintz/status/1478514706344255499
Tanya Gold | Book Editor & Translator,@EditorTanya,2022-01-04T22:21:08.000Z,"Tanya Gold | Book Editor & Translator
@EditorTanya
·
2022年1月5日","I didn't have a lot of time to get out during daylight hours, but I did manage to squeeze in a quick walk up my favorite tiny alleyway in town between meetings 
#StetWalk",🌈 💕 📚 🚶,,,27,['https://pbs.twimg.com/media/FISoYM8XsAMj-Yv?format=jpg&name=small'],https://twitter.com/EditorTanya/status/1478491715543654406
Peter Shankman,@petershankman,2022-01-04T23:14:59.000Z,"Peter Shankman
@petershankman
·
2022年1月5日",I feel bad for my daughter. The internet isn't working on her iPad. I've tried EVERYTHING I can think of to fix it except unpausing the internet connection from the router to her iPad that I paused an hour ago.,,11,3,105,[],https://twitter.com/petershankman/status/1478505266207465478
Crescent KevinSaludares,@KevinSaludares,2022-01-04T23:23:24.000Z,"Crescent KevinSaludares
@KevinSaludares
·
2022年1月5日","With the GBL Leaderboards updated after almost 3 days, I made it back on them now with an incentive to hit Legend in MLC for the 3rd straight season in a row. 

In addition, I’m enjoying my last dinner out because Ontario is going back into lockdown starting tomorrow. ",🌙 😇 👀 🌙 🥺 😋,,,45,"['https://pbs.twimg.com/media/FIS2oVPXIAMnRQs?format=jpg&name=small', 'https://pbs.twimg.com/media/FIS2oVOXwAQ6Dqd?format=jpg&name=small', 'https://pbs.twimg.com/media/FIS2oXDXEAcmBq1?format=jpg&name=small', 'https://pbs.twimg.com/media/FIS2oa5XwAIzCuY?format=jpg&name=360x360']",https://twitter.com/KevinSaludares/status/1478507386264559620
David J. Doorey @TheLawofWork@mas.to,@TheLawofWork@mas.to,2022-01-04T23:12:33.000Z,"David J. Doorey @TheLawofWork@mas.to
@TheLawofWork
·
2022年1月5日","In Canada, if you are not in a union, you can be terminated for discussing your compensation with coworkers (with very narrow exception for pay equity purposes).

This is very dumb. When I’m Minister of Labour, I will change this, among a long list of other dumb things.",,,5,20,"['https://pbs.twimg.com/profile_images/1446495717900660738/LEVKsdEC_normal.jpg', 'https://pbs.twimg.com/media/FIR4761X0AszCek?format=jpg&name=small']",https://twitter.com/TheLawofWork/status/1478504656242368523
Heath Carter,@heathwcarter,2022-01-04T22:45:02.000Z,"Heath Carter
@heathwcarter
·
2022年1月5日","In 2002, when I first read Noll’s Scandal, I was a young evangelical studying theology at a Catholic university & eager to figure out the strange world in which I had been raised. The book changed my life & so 20 years later I was all the more delighted to blurb this new edition.",,2,4,90,['https://pbs.twimg.com/profile_images/552140160574304256/rDxdkdCD_normal.jpeg'],https://twitter.com/heathwcarter/status/1478497731111014403
Derek Frazier,@TheDerekFrazier,2022-01-04T22:13:13.000Z,"Derek Frazier
@TheDerekFrazier
·
2022年1月5日",We were laughing at derek X saying to Hannah “ can you imagine that all the black people are working together in the house but I can’t say that and also tiff and big d don’t get along so Nevermind”,👑 💗,5,2,62,['https://pbs.twimg.com/profile_images/1562954970613309440/q96b95ho_normal.jpg'],https://twitter.com/TheDerekFrazier/status/1478489720619470855
Mike Valerio,@ValerioCNN,2022-01-04T23:00:22.000Z,"Mike Valerio
@ValerioCNN
·
2022年1月5日","6PM NEW —> Virginia Department of Transportation says NO MORE CARS stranded on I-95, around 30 hours later 
@WUSA9
 @CBSNews",,1,17,58,[],https://twitter.com/ValerioCNN/status/1478501589275058184
Mike Valerio,@ValerioCNN,2022-01-04T23:15:51.000Z,"Mike Valerio
@ValerioCNN
·
2022年1月5日",">> In an interview on the air now, 
@WTOP
 asks 
@RepSpanberger
, “shouldn’t the state have had a rapid-action plan for I-95??” Spanberger says, “yes,” calls for an after-action report to avoid this again",,2,3,15,[],https://twitter.com/ValerioCNN/status/1478505483891785734
Eric Stirpē GDC,@stirpicus,2022-01-04T23:33:23.000Z,"Eric Stirpē GDC
@stirpicus
·
2022年1月5日","The baby has been in daycare since he was about 4 months old, but now that he’s almost a year he’s graduated to the “crawlers” room and he comes home comically exhausted.

“Dad,” his face seems to say, “you would not beLIEVE the day I’ve had.”",🌊,,,22,[],https://twitter.com/stirpicus/status/1478509897549586437
Tom Roussey,@tomroussey7news,2022-01-04T23:14:06.000Z,"Tom Roussey
@tomroussey7news
·
2022年1月5日","The good news, parts of I-95 are back open. The bad news, some of those parts look like this. These are the southbound lanes at Route 234 in Dumfries - just south of here the interstate is still shut down. (This is a video not a photo by the way - it’s not moving!)",,7,10,18,['https://pbs.twimg.com/ext_tw_video_thumb/1478505004109647875/pu/img/YRWVLTZaXf1O2T5y.jpg'],https://twitter.com/tomroussey7news/status/1478505043984891909
Amanda Pitts,@AmandaPittsTV,2022-01-04T21:51:45.000Z,"Amanda Pitts
@AmandaPittsTV
·
2022年1月5日","McKee said 
@RIHospital
 is currently at 113% capacity, but with normal staffing, the hospital would be at 65% capacity.

I’ll have more on what the gov said at 6 on 
@wpri12
. https://wpri.com/health/coronavirus/january-4-2022-ri-coronavirus-update/…",,6,17,13,"['https://pbs.twimg.com/profile_images/1630424697681727490/upfuUuNu_normal.jpg', 'https://pbs.twimg.com/media/FISc91TXIAA4-wT?format=jpg&name=small']",https://twitter.com/AmandaPittsTV/status/1478484320125919235
Heather is a Nerd,@NerdIsAHeather,2022-01-06T23:35:18.000Z,"Heather is a Nerd
@NerdIsAHeather
·
2022年1月7日","Someone was really jealous of the #Naomi digital press conference and I wasn’t able to raise my hand to get into the question queue to ask 
@ava
 a question because he knocked my phone out of my hand. TWICE.",,1,2,11,['https://pbs.twimg.com/media/FIdMh3AXIAAmGXW?format=jpg&name=small'],https://twitter.com/NerdIsAHeather/status/1479235154291961856
Ian Steaman,@iansteaman,2022-01-06T23:26:21.000Z,"Ian Steaman
@iansteaman
·
2022年1月7日","You know how much of buzz it was to see my name on screen for the debut episode of 
@PrettyHardCases
’s new season? (Even if I missed seeing it live!) Can’t thank 
@okaino
, 
@tassiecameron
 of 
@cameronpicstv
 and 
@streelymaid
 enough! And shout to 
@CorusPR
 for creating the opportunity.",,5,3,72,['https://pbs.twimg.com/media/FIdKe_dXEAYG5GS?format=jpg&name=small'],https://twitter.com/iansteaman/status/1479232901266956291
Dave Dyer,@Dave_Dyer,2022-01-06T23:04:11.000Z,"Dave Dyer
@Dave_Dyer
·
2022年1月7日","Greetings from Newport, where @NokoHoops will host 
@Skowsports
 in a Class A North showdown. This is the crowd for the JV game. I dare say they’re staying for the varsity game. Follow along for updates. 
@CentralMEsports
 @VarsityMaine
 #VarsityMaine #mesports",,,1,8,['https://pbs.twimg.com/media/FIdFTvsWUAIu_Mk?format=jpg&name=small'],https://twitter.com/Dave_Dyer/status/1479227323614388227
Carolynne Hew,@CarolynneHew,2022-01-06T22:22:59.000Z,"Carolynne Hew
@CarolynneHew
·
2022年1月7日","Omg this show is wickedly good. Fast, funny, fresh. Best new comedy I’ve seen is ages. Congrats to you all + can’t wait to watch more... (And 
@KardinalO
, your bird calls were great. Who knew?! Lol) #RuntheBurbs 
@andrewphung
 @runtheburbs
 @ThatAleysa
 @karenteezang
 @CBCComedy",🔥 🏡 💛,,3,14,"['https://pbs.twimg.com/profile_images/1468998827223007235/M8S34WKH_normal.jpg', 'https://pbs.twimg.com/tweet_video_thumb/FIYl-lXXIAI9hTk.jpg']",https://twitter.com/CarolynneHew/status/1479216954556702731
Lucky Girl,@hecallsmePP,2022-01-06T23:41:55.000Z,"Lucky Girl
@hecallsmePP
·
2022年1月7日",At this point I’m begging all florida parks to require proof of vaccination upon entry. Literally BEGGING.,🍀,9,24,284,[],https://twitter.com/hecallsmePP/status/1479236822303662080
5x World Series Champ Dro,@SavageNtheBox,2022-01-06T23:48:09.000Z,"5x World Series Champ Dro
@SavageNtheBox
·
2022年1月7日",I still can’t believe only ONE of those assholes were killed a year ago. Let black folks had done that bs….dead bodies everywhere and not one person woulda flinched,🏆 🏆,3,2,23,[],https://twitter.com/SavageNtheBox/status/1479238389723549697
Stewart Acuff,@AcuffStewart,2022-01-06T23:23:51.000Z,"Stewart Acuff
@AcuffStewart
·
2022年1月7日",Ain't it great that Gaetz & MTG presented the GOP position on Jan 6?  I think they're still blaming us antifa. Keep shovelling that shit.,,,2,10,[],https://twitter.com/AcuffStewart/status/1479232271886565377
Todd Sroufe,@CbusTodd,2022-01-06T23:25:19.000Z,"Todd Sroufe
@CbusTodd
·
2022年1月7日","I really wonder if this 
@GetOverTheBadge
 Twitter page is just being put out by the FO. I challenge them to actually admit who they are & come to 1 of my tailgates this season so we can discuss our differing opinions on the rebrand over a beer from my cooler. #DontBuyTheRebrand",☮,2,,27,[],https://twitter.com/CbusTodd/status/1479232643149479939
Jennifer Dahler,@jennifer_dahler,2022-01-06T22:38:45.000Z,"Jennifer Dahler
@jennifer_dahler
·
2022年1月7日","I am 43 years old and I still cannot fight off the urge to race people on the treadmills next to me on the rare occasions I find myself running inside. 

Help me. SOS.",,3,,31,[],https://twitter.com/jennifer_dahler/status/1479220925841260546
Sunday Polls Guy (6’4 btw),@AsherHBaron,2022-01-06T23:18:11.000Z,"Sunday Polls Guy (6’4 btw)
@AsherHBaron
·
2022年1月7日","Not to get too political on the TL but I’m seeing a lot of comparisons between 9/11 and January 6th of last year. If I may, I don’t see how these two could be compared whatsoever, there a very few (if any) similarities. And I would know, I was there for bo—wait what",,,2,28,[],https://twitter.com/AsherHBaron/status/1479230848151035911
